,STATIONS_ID,MESS_DATUM,QN_9,TT_TU,RF_TU,eor
2022-11-12 14:00:00,403,2022111214,1,13.1,66,eor
2022-11-12 15:00:00,403,2022111215,1,10.9,77,eor
2022-11-12 16:00:00,403,2022111216,1,8.2,90,eor
2022-11-12 17:00:00,403,2022111217,1,6.9,96,eor
2022-11-12 18:00:00,403,2022111218,1,5.6,98,eor
2022-11-12 19:00:00,403,2022111219,1,5,100,eor
2022-11-12 20:00:00,403,2022111220,1,4.6,100,eor
2022-11-12 21:00:00,403,2022111221,1,4.8,100,eor
2022-11-12 22:00:00,403,2022111222,1,4.4,100,eor
2022-11-12 23:00:00,403,2022111223,1,4.4,100,eor
2022-11-13 00:00:00,403,2022111300,1,5.7,100,eor
2022-11-13 01:00:00,403,2022111301,1,6.6,100,eor
2022-11-13 02:00:00,403,2022111302,1,7.3,100,eor
2022-11-13 03:00:00,403,2022111303,1,7.9,100,eor
2022-11-13 04:00:00,403,2022111304,1,8.2,100,eor
2022-11-13 05:00:00,403,2022111305,1,8.4,98,eor
2022-11-13 06:00:00,403,2022111306,1,8.6,92,eor
2022-11-13 07:00:00,403,2022111307,1,8.9,92,eor
2022-11-13 08:00:00,403,2022111308,1,9.3,91,eor
2022-11-13 09:00:00,403,2022111309,1,9.6,90,eor
2022-11-13 10:00:00,403,2022111310,1,9.9,83,eor
2022-11-13 11:00:00,403,2022111311,1,10.2,78,eor
2022-11-13 12:00:00,403,2022111312,1,11.7,69,eor
2022-11-13 13:00:00,403,2022111313,1,11.9,66,eor
2022-11-13 14:00:00,403,2022111314,1,11.6,66,eor
2022-11-13 15:00:00,403,2022111315,1,10.2,72,eor
2022-11-13 16:00:00,403,2022111316,1,8.2,82,eor
2022-11-13 17:00:00,403,2022111317,1,8.3,86,eor
2022-11-13 18:00:00,403,2022111318,1,7.2,90,eor
2022-11-13 19:00:00,403,2022111319,1,6.5,91,eor
2022-11-13 20:00:00,403,2022111320,1,6.6,92,eor
2022-11-13 21:00:00,403,2022111321,1,5.8,93,eor
2022-11-13 22:00:00,403,2022111322,1,5.8,94,eor
2022-11-13 23:00:00,403,2022111323,1,5.8,95,eor
2022-11-14 00:00:00,403,2022111400,1,5.6,95,eor
2022-11-14 01:00:00,403,2022111401,1,5.3,97,eor
2022-11-14 02:00:00,403,2022111402,1,5.2,98,eor
2022-11-14 03:00:00,403,2022111403,1,5.7,98,eor
2022-11-14 04:00:00,403,2022111404,1,5.6,98,eor
2022-11-14 05:00:00,403,2022111405,1,5.2,98,eor
2022-11-14 06:00:00,403,2022111406,1,5.3,98,eor
2022-11-14 07:00:00,403,2022111407,1,4.9,98,eor
2022-11-14 08:00:00,403,2022111408,1,5.4,98,eor
2022-11-14 09:00:00,403,2022111409,1,6.7,91,eor
2022-11-14 10:00:00,403,2022111410,1,7.9,82,eor
2022-11-14 11:00:00,403,2022111411,1,9.5,71,eor
2022-11-14 12:00:00,403,2022111412,1,10.2,69,eor
2022-11-14 13:00:00,403,2022111413,1,11,66,eor
2022-11-14 14:00:00,403,2022111414,1,10.5,70,eor
2022-11-14 15:00:00,403,2022111415,1,9.6,73,eor
2022-11-14 16:00:00,403,2022111416,1,7.5,85,eor
2022-11-14 17:00:00,403,2022111417,1,6.2,92,eor
2022-11-14 18:00:00,403,2022111418,1,5.8,95,eor
2022-11-14 19:00:00,403,2022111419,1,5.9,97,eor
2022-11-14 20:00:00,403,2022111420,1,5.7,98,eor
2022-11-14 21:00:00,403,2022111421,1,5.2,98,eor
2022-11-14 22:00:00,403,2022111422,1,4.8,99,eor
2022-11-14 23:00:00,403,2022111423,1,4.3,100,eor
2022-11-15 00:00:00,403,2022111500,1,3.8,100,eor
2022-11-15 01:00:00,403,2022111501,1,3.4,100,eor
2022-11-15 02:00:00,403,2022111502,1,3.2,100,eor
2022-11-15 03:00:00,403,2022111503,1,3,100,eor
2022-11-15 04:00:00,403,2022111504,1,3,100,eor
2022-11-15 05:00:00,403,2022111505,1,2.9,100,eor
2022-11-15 06:00:00,403,2022111506,1,2.7,100,eor
2022-11-15 07:00:00,403,2022111507,1,2.9,100,eor
2022-11-15 08:00:00,403,2022111508,1,4,100,eor
2022-11-15 09:00:00,403,2022111509,1,6.4,98,eor
2022-11-15 10:00:00,403,2022111510,1,9.5,81,eor
2022-11-15 11:00:00,403,2022111511,1,11.4,69,eor
2022-11-15 12:00:00,403,2022111512,1,12.8,65,eor
2022-11-15 13:00:00,403,2022111513,1,14,61,eor
2022-11-15 14:00:00,403,2022111514,1,13.2,65,eor
2022-11-15 15:00:00,403,2022111515,1,11.4,74,eor
2022-11-15 16:00:00,403,2022111516,1,9,84,eor
2022-11-15 17:00:00,403,2022111517,1,8.2,92,eor
2022-11-15 18:00:00,403,2022111518,1,8,94,eor
2022-11-15 19:00:00,403,2022111519,1,6.9,97,eor
2022-11-15 20:00:00,403,2022111520,1,6.1,98,eor
2022-11-15 21:00:00,403,2022111521,1,6.2,100,eor
2022-11-15 22:00:00,403,2022111522,1,6,100,eor
2022-11-15 23:00:00,403,2022111523,1,5.6,100,eor
2022-11-16 00:00:00,403,2022111600,1,5.3,100,eor
2022-11-16 01:00:00,403,2022111601,1,5,100,eor
2022-11-16 02:00:00,403,2022111602,1,4.9,100,eor
2022-11-16 03:00:00,403,2022111603,1,4.7,100,eor
2022-11-16 04:00:00,403,2022111604,1,4.6,100,eor
2022-11-16 05:00:00,403,2022111605,1,5,100,eor
2022-11-16 06:00:00,403,2022111606,1,5.5,100,eor
2022-11-16 07:00:00,403,2022111607,1,5.7,100,eor
2022-11-16 08:00:00,403,2022111608,1,6.1,100,eor
2022-11-16 09:00:00,403,2022111609,1,6,100,eor
2022-11-16 10:00:00,403,2022111610,1,6,100,eor
2022-11-16 11:00:00,403,2022111611,1,5.9,97,eor
2022-11-16 12:00:00,403,2022111612,1,6.1,92,eor
2022-11-16 13:00:00,403,2022111613,1,6.2,90,eor
2022-11-16 14:00:00,403,2022111614,1,6.4,87,eor
2022-11-16 15:00:00,403,2022111615,1,6.4,86,eor
2022-11-16 16:00:00,403,2022111616,1,5.9,94,eor
2022-11-16 17:00:00,403,2022111617,1,5.8,94,eor
2022-11-16 18:00:00,403,2022111618,1,6,90,eor
2022-11-16 19:00:00,403,2022111619,1,5.9,87,eor
2022-11-16 20:00:00,403,2022111620,1,5.9,82,eor
2022-11-16 21:00:00,403,2022111621,1,5.9,79,eor
2022-11-16 22:00:00,403,2022111622,1,5.3,81,eor
2022-11-16 23:00:00,403,2022111623,1,4.9,80,eor
2022-11-17 00:00:00,403,2022111700,1,4.4,81,eor
2022-11-17 01:00:00,403,2022111701,1,3.8,82,eor
2022-11-17 02:00:00,403,2022111702,1,3.6,81,eor
2022-11-17 03:00:00,403,2022111703,1,3.6,79,eor
2022-11-17 04:00:00,403,2022111704,1,3.6,79,eor
2022-11-17 05:00:00,403,2022111705,1,3.7,81,eor
2022-11-17 06:00:00,403,2022111706,1,3.8,82,eor
2022-11-17 07:00:00,403,2022111707,1,4.1,80,eor
2022-11-17 08:00:00,403,2022111708,1,4.3,78,eor
2022-11-17 09:00:00,403,2022111709,1,4.6,77,eor
2022-11-17 10:00:00,403,2022111710,1,4.7,77,eor
2022-11-17 11:00:00,403,2022111711,1,4.8,77,eor
2022-11-17 12:00:00,403,2022111712,1,5,76,eor
2022-11-17 13:00:00,403,2022111713,1,5,75,eor
2022-11-17 14:00:00,403,2022111714,1,5,75,eor
2022-11-17 15:00:00,403,2022111715,1,4.6,75,eor
2022-11-17 16:00:00,403,2022111716,1,3.8,82,eor
2022-11-17 17:00:00,403,2022111717,1,3.4,89,eor
2022-11-17 18:00:00,403,2022111718,1,3.2,90,eor
2022-11-17 19:00:00,403,2022111719,1,3,92,eor
2022-11-17 20:00:00,403,2022111720,1,2.9,90,eor
2022-11-17 21:00:00,403,2022111721,1,2.5,90,eor
2022-11-17 22:00:00,403,2022111722,1,2.2,90,eor
2022-11-17 23:00:00,403,2022111723,1,2.1,89,eor
2022-11-18 00:00:00,403,2022111800,1,1.8,90,eor
2022-11-18 01:00:00,403,2022111801,1,1.5,91,eor
2022-11-18 02:00:00,403,2022111802,1,1.3,89,eor
2022-11-18 03:00:00,403,2022111803,1,0.8,88,eor
2022-11-18 04:00:00,403,2022111804,1,0.4,89,eor
2022-11-18 05:00:00,403,2022111805,1,0,90,eor
2022-11-18 06:00:00,403,2022111806,1,-0.1,90,eor
2022-11-18 07:00:00,403,2022111807,1,-0.2,86,eor
2022-11-18 08:00:00,403,2022111808,1,-0.6,85,eor
2022-11-18 09:00:00,403,2022111809,1,-0.3,78,eor
2022-11-18 10:00:00,403,2022111810,1,-0.7,78,eor
2022-11-18 11:00:00,403,2022111811,1,-0.7,79,eor
2022-11-18 12:00:00,403,2022111812,1,-0.4,77,eor
2022-11-18 13:00:00,403,2022111813,1,0,73,eor
2022-11-18 14:00:00,403,2022111814,1,-0.5,72,eor
2022-11-18 15:00:00,403,2022111815,1,-0.9,73,eor
2022-11-18 16:00:00,403,2022111816,1,-1.4,72,eor
2022-11-18 17:00:00,403,2022111817,1,-2.3,76,eor
2022-11-18 18:00:00,403,2022111818,1,-2.8,79,eor
2022-11-18 19:00:00,403,2022111819,1,-3.4,82,eor
2022-11-18 20:00:00,403,2022111820,1,-3.8,87,eor
2022-11-18 21:00:00,403,2022111821,1,-4.2,91,eor
2022-11-18 22:00:00,403,2022111822,1,-4.5,93,eor
2022-11-18 23:00:00,403,2022111823,1,-4.9,94,eor
2022-11-19 00:00:00,403,2022111900,1,-5.3,94,eor
2022-11-19 01:00:00,403,2022111901,1,-5.7,96,eor
2022-11-19 02:00:00,403,2022111902,1,-5.8,96,eor
2022-11-19 03:00:00,403,2022111903,1,-6,96,eor
2022-11-19 04:00:00,403,2022111904,1,-6.1,96,eor
2022-11-19 05:00:00,403,2022111905,1,-6.2,96,eor
2022-11-19 06:00:00,403,2022111906,1,-5.8,96,eor
2022-11-19 07:00:00,403,2022111907,1,-5.9,96,eor
2022-11-19 08:00:00,403,2022111908,1,-4.8,95,eor
2022-11-19 09:00:00,403,2022111909,1,-2.3,91,eor
2022-11-19 10:00:00,403,2022111910,1,-0.6,78,eor
2022-11-19 11:00:00,403,2022111911,1,0.5,62,eor
2022-11-19 12:00:00,403,2022111912,1,1.1,59,eor
2022-11-19 13:00:00,403,2022111913,1,1.7,62,eor
2022-11-19 14:00:00,403,2022111914,1,1,73,eor
2022-11-19 15:00:00,403,2022111915,1,0.5,81,eor
2022-11-19 16:00:00,403,2022111916,1,0.2,86,eor
2022-11-19 17:00:00,403,2022111917,1,-0.1,90,eor
2022-11-19 18:00:00,403,2022111918,1,0,94,eor
2022-11-19 19:00:00,403,2022111919,1,0.4,96,eor
2022-11-19 20:00:00,403,2022111920,1,0.4,97,eor
2022-11-19 21:00:00,403,2022111921,1,0.2,98,eor
2022-11-19 22:00:00,403,2022111922,1,-0.1,98,eor
2022-11-19 23:00:00,403,2022111923,1,-0.2,98,eor
2022-11-20 00:00:00,403,2022112000,1,-0.5,98,eor
2022-11-20 01:00:00,403,2022112001,1,-0.6,97,eor
2022-11-20 02:00:00,403,2022112002,1,-0.8,97,eor
2022-11-20 03:00:00,403,2022112003,1,-1,95,eor
2022-11-20 04:00:00,403,2022112004,1,-1.4,95,eor
2022-11-20 05:00:00,403,2022112005,1,-1.2,95,eor
2022-11-20 06:00:00,403,2022112006,1,-1,95,eor
2022-11-20 07:00:00,403,2022112007,1,-0.9,94,eor
2022-11-20 08:00:00,403,2022112008,1,-1.1,94,eor
2022-11-20 09:00:00,403,2022112009,1,-0.7,92,eor
2022-11-20 10:00:00,403,2022112010,1,-0.4,90,eor
2022-11-20 11:00:00,403,2022112011,1,-0.1,90,eor
2022-11-20 12:00:00,403,2022112012,1,0.6,84,eor
2022-11-20 13:00:00,403,2022112013,1,1,82,eor
2022-11-20 14:00:00,403,2022112014,1,0.5,88,eor
2022-11-20 15:00:00,403,2022112015,1,0.7,88,eor
2022-11-20 16:00:00,403,2022112016,1,0.5,85,eor
2022-11-20 17:00:00,403,2022112017,1,-0.2,87,eor
2022-11-20 18:00:00,403,2022112018,1,-0.8,92,eor
2022-11-20 19:00:00,403,2022112019,1,-1.4,94,eor
2022-11-20 20:00:00,403,2022112020,1,-1.6,94,eor
2022-11-20 21:00:00,403,2022112021,1,-2.5,96,eor
2022-11-20 22:00:00,403,2022112022,1,-3.3,97,eor
2022-11-20 23:00:00,403,2022112023,1,-4,98,eor
2022-11-21 00:00:00,403,2022112100,1,-2.5,97,eor
2022-11-21 01:00:00,403,2022112101,1,-2.3,97,eor
2022-11-21 02:00:00,403,2022112102,1,-2.1,97,eor
2022-11-21 03:00:00,403,2022112103,1,-2,97,eor
2022-11-21 04:00:00,403,2022112104,1,-1.8,97,eor
2022-11-21 05:00:00,403,2022112105,1,-2,97,eor
2022-11-21 06:00:00,403,2022112106,1,-1.6,97,eor
2022-11-21 07:00:00,403,2022112107,1,-1.4,96,eor
2022-11-21 08:00:00,403,2022112108,1,-1.4,97,eor
2022-11-21 09:00:00,403,2022112109,1,-1.8,98,eor
2022-11-21 10:00:00,403,2022112110,1,-2.8,100,eor
2022-11-21 11:00:00,403,2022112111,1,-2.3,98,eor
2022-11-21 12:00:00,403,2022112112,1,-2,97,eor
2022-11-21 13:00:00,403,2022112113,1,-1.7,97,eor
2022-11-21 14:00:00,403,2022112114,1,-1.3,94,eor
2022-11-21 15:00:00,403,2022112115,1,-1.3,94,eor
2022-11-21 16:00:00,403,2022112116,1,-1.5,94,eor
2022-11-21 17:00:00,403,2022112117,1,-2.2,94,eor
2022-11-21 18:00:00,403,2022112118,1,-2.5,97,eor
2022-11-21 19:00:00,403,2022112119,1,-2.3,97,eor
2022-11-21 20:00:00,403,2022112120,1,-2.2,97,eor
2022-11-21 21:00:00,403,2022112121,1,-1.6,92,eor
2022-11-21 22:00:00,403,2022112122,1,-1.2,91,eor
2022-11-21 23:00:00,403,2022112123,1,-1.8,94,eor
2022-11-22 00:00:00,403,2022112200,1,-1.9,94,eor
2022-11-22 01:00:00,403,2022112201,1,-2.2,94,eor
2022-11-22 02:00:00,403,2022112202,1,-2.6,94,eor
2022-11-22 03:00:00,403,2022112203,1,-2.6,94,eor
2022-11-22 04:00:00,403,2022112204,1,-2.6,96,eor
2022-11-22 05:00:00,403,2022112205,1,-2.2,96,eor
2022-11-22 06:00:00,403,2022112206,1,-1.9,97,eor
2022-11-22 07:00:00,403,2022112207,1,-1.6,97,eor
2022-11-22 08:00:00,403,2022112208,1,-1.2,96,eor
2022-11-22 09:00:00,403,2022112209,1,-0.8,95,eor
2022-11-22 10:00:00,403,2022112210,1,-0.2,95,eor
2022-11-22 11:00:00,403,2022112211,1,0.3,95,eor
2022-11-22 12:00:00,403,2022112212,1,1,94,eor
2022-11-22 13:00:00,403,2022112213,1,1.3,94,eor
2022-11-22 14:00:00,403,2022112214,1,1.5,94,eor
2022-11-22 15:00:00,403,2022112215,1,1.6,94,eor
2022-11-22 16:00:00,403,2022112216,1,1.6,94,eor
2022-11-22 17:00:00,403,2022112217,1,1.6,94,eor
2022-11-22 18:00:00,403,2022112218,1,1.5,94,eor
2022-11-22 19:00:00,403,2022112219,1,1.5,95,eor
2022-11-22 20:00:00,403,2022112220,1,1.6,95,eor
2022-11-22 21:00:00,403,2022112221,1,1.6,95,eor
2022-11-22 22:00:00,403,2022112222,1,0.9,96,eor
2022-11-22 23:00:00,403,2022112223,1,0.5,98,eor
2022-11-23 00:00:00,403,2022112300,1,0.4,99,eor
2022-11-23 01:00:00,403,2022112301,1,0.3,99,eor
2022-11-23 02:00:00,403,2022112302,1,0.7,100,eor
2022-11-23 03:00:00,403,2022112303,1,0.8,100,eor
2022-11-23 04:00:00,403,2022112304,1,0.5,100,eor
2022-11-23 05:00:00,403,2022112305,1,0.4,100,eor
2022-11-23 06:00:00,403,2022112306,1,0.6,100,eor
2022-11-23 07:00:00,403,2022112307,1,-0.2,100,eor
2022-11-23 08:00:00,403,2022112308,1,0,100,eor
2022-11-23 09:00:00,403,2022112309,1,0.6,100,eor
2022-11-23 10:00:00,403,2022112310,1,4,87,eor
2022-11-23 11:00:00,403,2022112311,1,5.8,79,eor
2022-11-23 12:00:00,403,2022112312,1,6.9,75,eor
2022-11-23 13:00:00,403,2022112313,1,7.2,76,eor
2022-11-23 14:00:00,403,2022112314,1,6.9,77,eor
2022-11-23 15:00:00,403,2022112315,1,5.6,80,eor
2022-11-23 16:00:00,403,2022112316,1,4.4,88,eor
2022-11-23 17:00:00,403,2022112317,1,3.9,91,eor
2022-11-23 18:00:00,403,2022112318,1,3,94,eor
2022-11-23 19:00:00,403,2022112319,1,2.3,97,eor
2022-11-23 20:00:00,403,2022112320,1,1.6,98,eor
2022-11-23 21:00:00,403,2022112321,1,1.2,100,eor
2022-11-23 22:00:00,403,2022112322,1,1,100,eor
2022-11-23 23:00:00,403,2022112323,1,0.7,100,eor
2022-11-24 00:00:00,403,2022112400,1,1.3,100,eor
2022-11-24 01:00:00,403,2022112401,1,1.3,100,eor
2022-11-24 02:00:00,403,2022112402,1,1.2,100,eor
2022-11-24 03:00:00,403,2022112403,1,0.8,100,eor
2022-11-24 04:00:00,403,2022112404,1,0.4,100,eor
2022-11-24 05:00:00,403,2022112405,1,0.3,100,eor
2022-11-24 06:00:00,403,2022112406,1,0,100,eor
2022-11-24 07:00:00,403,2022112407,1,0,100,eor
2022-11-24 08:00:00,403,2022112408,1,0.3,100,eor
2022-11-24 09:00:00,403,2022112409,1,1,100,eor
2022-11-24 10:00:00,403,2022112410,1,1.7,100,eor
2022-11-24 11:00:00,403,2022112411,1,2.7,98,eor
2022-11-24 12:00:00,403,2022112412,1,3.6,95,eor
2022-11-24 13:00:00,403,2022112413,1,4.1,93,eor
2022-11-24 14:00:00,403,2022112414,1,4.6,92,eor
2022-11-24 15:00:00,403,2022112415,1,4.6,93,eor
2022-11-24 16:00:00,403,2022112416,1,4.4,95,eor
2022-11-24 17:00:00,403,2022112417,1,4.5,95,eor
2022-11-24 18:00:00,403,2022112418,1,4.1,96,eor
2022-11-24 19:00:00,403,2022112419,1,3.5,97,eor
2022-11-24 20:00:00,403,2022112420,1,2.3,98,eor
2022-11-24 21:00:00,403,2022112421,1,1.3,100,eor
2022-11-24 22:00:00,403,2022112422,1,2.3,100,eor
2022-11-24 23:00:00,403,2022112423,1,2.5,100,eor
2022-11-25 00:00:00,403,2022112500,1,3,100,eor
2022-11-25 01:00:00,403,2022112501,1,3.3,100,eor
2022-11-25 02:00:00,403,2022112502,1,3.4,100,eor
2022-11-25 03:00:00,403,2022112503,1,3.4,100,eor
2022-11-25 04:00:00,403,2022112504,1,3.2,100,eor
2022-11-25 05:00:00,403,2022112505,1,3.3,100,eor
2022-11-25 06:00:00,403,2022112506,1,3.3,100,eor
2022-11-25 07:00:00,403,2022112507,1,2.8,100,eor
2022-11-25 08:00:00,403,2022112508,1,3,100,eor
2022-11-25 09:00:00,403,2022112509,1,4.6,100,eor
2022-11-25 10:00:00,403,2022112510,1,5.9,92,eor
2022-11-25 11:00:00,403,2022112511,1,7.2,83,eor
2022-11-25 12:00:00,403,2022112512,1,8.3,79,eor
2022-11-25 13:00:00,403,2022112513,1,7.2,83,eor
2022-11-25 14:00:00,403,2022112514,1,6.7,90,eor
2022-11-25 15:00:00,403,2022112515,1,6.1,92,eor
2022-11-25 16:00:00,403,2022112516,1,5.8,95,eor
2022-11-25 17:00:00,403,2022112517,1,5.7,96,eor
2022-11-25 18:00:00,403,2022112518,1,5.8,98,eor
2022-11-25 19:00:00,403,2022112519,1,6.1,98,eor
2022-11-25 20:00:00,403,2022112520,1,6.2,98,eor
2022-11-25 21:00:00,403,2022112521,1,6.7,98,eor
2022-11-25 22:00:00,403,2022112522,1,6.9,98,eor
2022-11-25 23:00:00,403,2022112523,1,7.1,98,eor
2022-11-26 00:00:00,403,2022112600,1,7.1,98,eor
2022-11-26 01:00:00,403,2022112601,1,7.1,98,eor
2022-11-26 02:00:00,403,2022112602,1,7.1,99,eor
2022-11-26 03:00:00,403,2022112603,1,7.3,99,eor
2022-11-26 04:00:00,403,2022112604,1,7.4,99,eor
2022-11-26 05:00:00,403,2022112605,1,7.5,99,eor
2022-11-26 06:00:00,403,2022112606,1,7.7,97,eor
2022-11-26 07:00:00,403,2022112607,1,7.6,97,eor
2022-11-26 08:00:00,403,2022112608,1,7.6,96,eor
2022-11-26 09:00:00,403,2022112609,1,7.7,94,eor
2022-11-26 10:00:00,403,2022112610,1,7.8,93,eor
2022-11-26 11:00:00,403,2022112611,1,7.6,92,eor
2022-11-26 12:00:00,403,2022112612,1,7.7,94,eor
2022-11-26 13:00:00,403,2022112613,1,7.8,89,eor
2022-11-26 14:00:00,403,2022112614,1,7.4,94,eor
2022-11-26 15:00:00,403,2022112615,1,7.3,94,eor
2022-11-26 16:00:00,403,2022112616,1,7.3,93,eor
2022-11-26 17:00:00,403,2022112617,1,7.2,93,eor
2022-11-26 18:00:00,403,2022112618,1,7.1,95,eor
2022-11-26 19:00:00,403,2022112619,1,7.1,97,eor
2022-11-26 20:00:00,403,2022112620,1,7.2,96,eor
2022-11-26 21:00:00,403,2022112621,1,7.2,96,eor
2022-11-26 22:00:00,403,2022112622,1,7.3,96,eor
2022-11-26 23:00:00,403,2022112623,1,7.2,96,eor
2022-11-27 00:00:00,403,2022112700,1,6.7,97,eor
2022-11-27 01:00:00,403,2022112701,1,6.5,98,eor
2022-11-27 02:00:00,403,2022112702,1,6.5,98,eor
2022-11-27 03:00:00,403,2022112703,1,5.7,98,eor
2022-11-27 04:00:00,403,2022112704,1,5.1,98,eor
2022-11-27 05:00:00,403,2022112705,1,4,98,eor
2022-11-27 06:00:00,403,2022112706,1,2.7,98,eor
2022-11-27 07:00:00,403,2022112707,1,2.4,99,eor
2022-11-27 08:00:00,403,2022112708,1,2.4,99,eor
2022-11-27 09:00:00,403,2022112709,1,3.4,96,eor
2022-11-27 10:00:00,403,2022112710,1,5.2,86,eor
2022-11-27 11:00:00,403,2022112711,1,6.8,77,eor
2022-11-27 12:00:00,403,2022112712,1,7.3,75,eor
2022-11-27 13:00:00,403,2022112713,1,7.5,75,eor
2022-11-27 14:00:00,403,2022112714,1,6.6,79,eor
2022-11-27 15:00:00,403,2022112715,1,5.7,86,eor
2022-11-27 16:00:00,403,2022112716,1,4.8,89,eor
2022-11-27 17:00:00,403,2022112717,1,4.4,93,eor
2022-11-27 18:00:00,403,2022112718,1,4.7,93,eor
2022-11-27 19:00:00,403,2022112719,1,4.6,92,eor
2022-11-27 20:00:00,403,2022112720,1,4.1,92,eor
2022-11-27 21:00:00,403,2022112721,1,3.7,91,eor
2022-11-27 22:00:00,403,2022112722,1,3.8,91,eor
2022-11-27 23:00:00,403,2022112723,1,3.5,91,eor
2022-11-28 00:00:00,403,2022112800,1,3.6,90,eor
2022-11-28 01:00:00,403,2022112801,1,3.6,88,eor
2022-11-28 02:00:00,403,2022112802,1,3.2,90,eor
2022-11-28 03:00:00,403,2022112803,1,2.8,90,eor
2022-11-28 04:00:00,403,2022112804,1,2.8,90,eor
2022-11-28 05:00:00,403,2022112805,1,2.9,90,eor
2022-11-28 06:00:00,403,2022112806,1,3.3,88,eor
2022-11-28 07:00:00,403,2022112807,1,3.1,87,eor
2022-11-28 08:00:00,403,2022112808,1,3.1,89,eor
2022-11-28 09:00:00,403,2022112809,1,3.7,87,eor
2022-11-28 10:00:00,403,2022112810,1,4.1,84,eor
2022-11-28 11:00:00,403,2022112811,1,4.5,81,eor
2022-11-28 12:00:00,403,2022112812,1,5.2,79,eor
2022-11-28 13:00:00,403,2022112813,1,5.5,75,eor
2022-11-28 14:00:00,403,2022112814,1,5.3,77,eor
2022-11-28 15:00:00,403,2022112815,1,4.8,80,eor
2022-11-28 16:00:00,403,2022112816,1,4.2,83,eor
2022-11-28 17:00:00,403,2022112817,1,3.8,85,eor
2022-11-28 18:00:00,403,2022112818,1,3.5,87,eor
2022-11-28 19:00:00,403,2022112819,1,3.3,89,eor
2022-11-28 20:00:00,403,2022112820,1,3.3,89,eor
2022-11-28 21:00:00,403,2022112821,1,3.4,89,eor
2022-11-28 22:00:00,403,2022112822,1,3.4,89,eor
2022-11-28 23:00:00,403,2022112823,1,3.2,90,eor
2022-11-29 00:00:00,403,2022112900,1,2.8,90,eor
2022-11-29 01:00:00,403,2022112901,1,2.6,92,eor
2022-11-29 02:00:00,403,2022112902,1,2.9,92,eor
2022-11-29 03:00:00,403,2022112903,1,2.9,92,eor
2022-11-29 04:00:00,403,2022112904,1,2.8,94,eor
2022-11-29 05:00:00,403,2022112905,1,2.7,94,eor
2022-11-29 06:00:00,403,2022112906,1,2.7,94,eor
2022-11-29 07:00:00,403,2022112907,1,2.9,94,eor
2022-11-29 08:00:00,403,2022112908,1,3.2,92,eor
2022-11-29 09:00:00,403,2022112909,1,3.5,92,eor
2022-11-29 10:00:00,403,2022112910,1,4.1,91,eor
2022-11-29 11:00:00,403,2022112911,1,4.5,89,eor
2022-11-29 12:00:00,403,2022112912,1,4.7,87,eor
2022-11-29 13:00:00,403,2022112913,1,4.8,86,eor
2022-11-29 14:00:00,403,2022112914,1,4.7,87,eor
2022-11-29 15:00:00,403,2022112915,1,4.2,94,eor
2022-11-29 16:00:00,403,2022112916,1,4,96,eor
2022-11-29 17:00:00,403,2022112917,1,4,98,eor
2022-11-29 18:00:00,403,2022112918,1,4,98,eor
2022-11-29 19:00:00,403,2022112919,1,4.1,97,eor
2022-11-29 20:00:00,403,2022112920,1,4.2,94,eor
2022-11-29 21:00:00,403,2022112921,1,4.3,93,eor
2022-11-29 22:00:00,403,2022112922,1,4.3,93,eor
2022-11-29 23:00:00,403,2022112923,1,4.2,93,eor
2022-11-30 00:00:00,403,2022113000,1,4.1,92,eor
2022-11-30 01:00:00,403,2022113001,1,4.1,91,eor
2022-11-30 02:00:00,403,2022113002,1,4,90,eor
2022-11-30 03:00:00,403,2022113003,1,3.8,90,eor
2022-11-30 04:00:00,403,2022113004,1,3.7,90,eor
2022-11-30 05:00:00,403,2022113005,1,3.7,89,eor
2022-11-30 06:00:00,403,2022113006,1,3.5,88,eor
2022-11-30 07:00:00,403,2022113007,1,3.5,88,eor
2022-11-30 08:00:00,403,2022113008,1,3.6,87,eor
2022-11-30 09:00:00,403,2022113009,1,3.9,85,eor
2022-11-30 10:00:00,403,2022113010,1,4.4,81,eor
2022-11-30 11:00:00,403,2022113011,1,5.1,76,eor
2022-11-30 12:00:00,403,2022113012,1,5.5,75,eor
2022-11-30 13:00:00,403,2022113013,1,5.4,76,eor
2022-11-30 14:00:00,403,2022113014,1,4.8,76,eor
2022-11-30 15:00:00,403,2022113015,1,2.3,86,eor
2022-11-30 16:00:00,403,2022113016,1,1.1,91,eor
2022-11-30 17:00:00,403,2022113017,1,1.2,91,eor
2022-11-30 18:00:00,403,2022113018,1,1.4,92,eor
2022-11-30 19:00:00,403,2022113019,1,1.4,92,eor
2022-11-30 20:00:00,403,2022113020,1,1.1,92,eor
2022-11-30 21:00:00,403,2022113021,1,0.9,93,eor
2022-11-30 22:00:00,403,2022113022,1,0.8,93,eor
2022-11-30 23:00:00,403,2022113023,1,0.5,94,eor
2022-12-01 00:00:00,403,2022120100,1,0.4,94,eor
2022-12-01 01:00:00,403,2022120101,1,0.5,94,eor
2022-12-01 02:00:00,403,2022120102,1,0.5,94,eor
2022-12-01 03:00:00,403,2022120103,1,0.4,94,eor
2022-12-01 04:00:00,403,2022120104,1,0.1,94,eor
2022-12-01 05:00:00,403,2022120105,1,0,94,eor
2022-12-01 06:00:00,403,2022120106,1,0.1,94,eor
2022-12-01 07:00:00,403,2022120107,1,0,94,eor
